Publication Year,Author,Title,ISSN,DOI,"About, in title (W=women, M=men, W&M = women & men, X=not mentioned)","theme (phys ed (or just ed) and recreation, PE; sports; research study, RS; research study (methods), RS (M); other, OTH)","RACE MENT, FATIGUE",NOTES,"Author sex (M, W or F, x = unknown b/c only 1st initial"
1940,Arthur M. Walker,Ammonia Formation in the Amphibian Kidney,0002-9513,10.1152/ajplegacy.1940.131.1.187,,,,,
1940,Erik Asmussen,The Cardiac Output in Rest and Work in Humid Heat,0002-9513,10.1152/ajplegacy.1940.131.1.54,,,,,
1940,James E. Campbell; H. C. Keenan,The Substance of the Anterior Pituitary Gland Which Increases Liver Fat,0002-9513,10.1152/ajplegacy.1940.131.1.27,,,,,
1940,Erich Hausner; Hiram E. Essex; J. F. Herrick; Edward J. Baldes,Control of Coronary Blood Flow in the Heart-Lung Preparation,0002-9513,10.1152/ajplegacy.1940.131.1.43,,,,,
1940,W. L. Bryan; Karl E. Mason,Vitamin E Deficiency in the Mouse,0002-9513,10.1152/ajplegacy.1940.131.1.263,,,,,
1940,Joseph G. Hamilton; Mayo H. Soley,Studies in Iodine Metabolism of the Thyroid Gland in Situ by the Use of Radio-Iodine in Normal Subjects and in Patients With Various Types of Goiter,0002-9513,10.1152/ajplegacy.1940.131.1.135,,,,,
1940,V. Brown Scott; Charlie Scott; H. J. Bugel,The Relation of Fasting External Pancreatic Secretion to Hunger,0002-9513,10.1152/ajplegacy.1940.131.1.60,,,,,
1940,W. Knowlton Hall; John R. Doty; A. G. Eaton,The AVAILABILITY OF Dl-Threonine AND Dl-Allothreonine FOR THE FORMATION OF CARBOHYDRATE,0002-9513,10.1152/ajplegacy.1940.131.1.252,,,,,
1940,Jerome K. Merlis,The Effect of Changes in the Calcium Content of the Cerebrospinal Fluid on Spinal Reflex Activity in the Dog,0002-9513,10.1152/ajplegacy.1940.131.1.67,,,,,
1940,Lathan A. Crandall; H. Berry Ivy; George Ehni,Hepatic Acetone Body Production in the Dog During Fasting and Fat Feeding,0002-9513,10.1152/ajplegacy.1940.131.1.10,,,,,
1940,Charles O. Warren,Respiration and Glycolysis of Rabbit Bone Marrow in Serum in Relation to Cellular Components,0002-9513,10.1152/ajplegacy.1940.131.1.176,,,,,
1940,Mary C. Patras; G. E. Wakerlin,Thyroid Therapy and the Skull Bone Pattern of Thyroparathyroidectomized Rats,0002-9513,10.1152/ajplegacy.1940.131.1.129,,,,,
1940,Arthur M. Davids; M. B. Bender,The Relaxation Effect of Acetylcholine on the Oviduct of the Rabbit in Relation to Hormonal Status,0002-9513,10.1152/ajplegacy.1940.131.1.240,,,,,
1940,Charles Ragan; Joseph W. Ferrebee; P. Phyfe; Dana W. Atchley; Robert F. Loeb,A Syndrome of Polydipsia and Polyuria Induced in Normal Animals by Desoxycorticosterone Acetate,0002-9513,10.1152/ajplegacy.1940.131.1.73,,,,,
1940,Abe Ravin,Observations on Denervated Muscle in Relation to Myotonia,0002-9513,10.1152/ajplegacy.1940.131.1.216,,,,,
1940,S. R. M. Reynolds; Frances I. Foster,"Acetylcholine-Equivalent Content of the Nasal Mucosa in Rabbits and Cats, Before and After Administration of Estrogen",0002-9513,10.1152/ajplegacy.1940.131.2.422,,,,,
1940,Clarence Dennis; Maurice B. Visscher,Studies on the Rates of Absorption of Water and Salts From the Ileum of the Dog,0002-9513,10.1152/ajplegacy.1940.131.2.402,,,,,
1940,Carl J. Wiggers; René Wégria,Quantitative Measurement of the Fibrillation Thresholds of the Mammalian Ventricles With Observations on the Effect of Procaine,0002-9513,10.1152/ajplegacy.1940.131.2.296,,,,,
1940,Charles A. Winter; G. C. Knowlton,The Effect of Adrenalectomy and of Fasting on the Functional Capacity of the Rat's Gastrocnemius,0002-9513,10.1152/ajplegacy.1940.131.2.465,,,,,
1940,Walter Fleischmann; Harris B. Shumacker; Lawson Wilkins,The Effect of Thyroidectomy on Serum Cholesterol and Basal Metabolic Rate in the Rabbit,0002-9513,10.1152/ajplegacy.1940.131.2.317,,,,,
1940,Frank W Maurer,The Effects of Decreased Blood Oxygen and Increased Blood Carbon Dioxide on the Flow and Composition of Cervical and Cardiac Lymph,0002-9513,10.1152/ajplegacy.1940.131.2.331,,,,,
1940,Wallace O. Fenn; R. H. Koenemann; Benedict V. Favata; Eugenia T. Sheridan,The Rôle of Lactic Acid in the Movements of Potassium,0002-9513,10.1152/ajplegacy.1940.131.2.494,,,,,
1940,Blanche G. Bobbitt; Harry J. Deuel,The Rate of Glycogenolysis in the Isolated Livers of Several Species of Laboratory Animals,0002-9513,10.1152/ajplegacy.1940.131.2.521,,,,,
1940,Hampden Lawson; Jack Chumley,The Effect of Distention on Blood Flow Through the Intestine,0002-9513,10.1152/ajplegacy.1940.131.2.368,,,,,
1940,Bandes J; Franklin Hollander; Joseph Glickstein,The Effect of Fluid Absorption on the Dilution Indicator Technique of Gastric Analysis,0002-9513,10.1152/ajplegacy.1940.131.2.470,,,,,
1940,Charles A. Winter; D. Sattler; W. R. Ingram,The Relationship Between Salt Intake and the Polyuria of Experimental Diabetes Insipidus,0002-9513,10.1152/ajplegacy.1940.131.2.363,,,,,
1940,S. Howard Bartley; Peter Heinbecker,Effect of Insulin on Nerve Activity,0002-9513,10.1152/ajplegacy.1940.131.2.509,,,,,
1940,Philip Dow,The Development of the Anacrotic and Tardus Pulse of Aortic Stensis,0002-9513,10.1152/ajplegacy.1940.131.2.432,,,,,
1940,Douglas R. Drury,The Rôle of Insulin in Carbohydrate Metabolism,0002-9513,10.1152/ajplegacy.1940.131.2.536,,,,,
1940,Carl J. Wiggers; René Wégria; Bárbara M. Paula Piñera,The Effects of Myocardial Ischemia on the Fibrillation Threshold—the Mechanism of Spontaneous Ventricular Fibrillation Following Coronary Occlusion,0002-9513,10.1152/ajplegacy.1940.131.2.309,,,,,
1940,Harold Goldberg; J. A. E. Eyster,The Relation of Contraction of Different Regions of the Ventricle of the Turtle to the Rise of Intraventricular Pressure,0002-9513,10.1152/ajplegacy.1940.131.2.416,,,,,
1940,K. W. Aumann; W. B. Youmans,Differential Sensitization of Adrenergic Neuro-Effector Systems by Thyroid Hormone,0002-9513,10.1152/ajplegacy.1940.131.2.394,,,,,
1940,E. A. Blair; Joseph Erlanger,Interaction of Medullated Fibers of a Nerve Tested With Electric Shocks,0002-9513,10.1152/ajplegacy.1940.131.2.483,,,,,
1940,Joseph Kauer; Frank Glenn,Graded Partial Pancreatectomy,0002-9513,10.1152/ajplegacy.1940.131.2.437,,,,,
1940,G. C. Ring,Some Factors Affecting the Specific Dynamic Action of Fat in Normal and Partially Depancreatized Rats,0002-9513,10.1152/ajplegacy.1940.131.2.357,,,,,
1940,Armand J. Quick,Calcium in the Coagulation of the Blood,0002-9513,10.1152/ajplegacy.1940.131.2.455,,,,,
1940,J. Earl Thomas; J. O. Crider,A Quantitative Study of Acid in the Intestine as a Stimulus for the Pancreas,0002-9513,10.1152/ajplegacy.1940.131.2.349,,,,,
1940,David F. Bohr; James C. Bean,Dehydrogenase Inactivation in Oxygen Poisoning,0002-9513,10.1152/ajplegacy.1940.131.2.388,,,,,
1940,Edward F. Williams; William W. Cox; Thomas P. Nash,Effects of Injection of Extract of Yeast on Gastric Secretion in Dogs,0002-9513,10.1152/ajplegacy.1940.131.2.378,,,,,
1940,Robert W. Clarke,Water Distribution and Sexual Skin of the Baboon,0002-9513,10.1152/ajplegacy.1940.131.2.325,,,,,
1940,G. C. Knowlton,Effect of Gelatine Feeding Upon the Strength and Fatigability of Rats' Skeletal Muscle,0002-9513,10.1152/ajplegacy.1940.131.2.426,,,,,
1940,John Ferguson,A Study of the Nerve-Free Smooth Muscle of the Amnion of the Chick,0002-9513,10.1152/ajplegacy.1940.131.2.524,,,,,
1940,John B. Burrett,The Sensitization of the Denervated Heart to Adrenaline,0002-9513,10.1152/ajplegacy.1940.131.2.409,,,,,
1940,Lowell O. Randall; Mark Graubard,The Adrenal Lipids in Pregnant Rabbits,0002-9513,10.1152/ajplegacy.1940.131.2.291,,,,,
1940,Carl J. Pfeiffer; Charles W. Hooker,Hormonal Factors Affecting the Survival of Adrenalectomized Mice,0002-9513,10.1152/ajplegacy.1940.131.2.441,,,,,
1940,R. D. Templeton; Harry F. Adler,The Influence of Morphine on Transportation in the Colon of the Dog,0002-9513,10.1152/ajplegacy.1940.131.2.428,,,,,
1940,Walter S. Root; Ferdinand F. McAllister; Robert H. Oster; Sylvan D. Solarz,The Effect of Ether Anesthesia Upon Certain Blood Electrolytes,0002-9513,10.1152/ajplegacy.1940.131.2.449,,,,,
1940,R.B. Dow; JG Matthews; W. T. S. Thorp,The Effect of High Pressure Treatment on the Physiological Activity of Insulin,0002-9513,10.1152/ajplegacy.1940.131.2.382,,,,,
1940,S. W. Britton; E. L. Corey,Pancreatic and Cortico-Adrenal Involvement in Carbohydrate Regulation,0002-9513,10.1152/ajplegacy.1940.131.3.790,,,,,
1940,B. Rose; J. S. L. Browne,The Effect of Adrenalectomy on the Histamine Content of the Tissues of the Rat,0002-9513,10.1152/ajplegacy.1940.131.3.589,,,,,
1940,Edward W. Dempsey; Robert S. Morison; B. R. Morison,Some Afferent Diencephalic Pathways Related to Cortical Potentials in the Cat,0002-9513,10.1152/ajplegacy.1940.131.3.718,,,,,
1940,Norman E. Freeman; H. T. Freedman; Catherine Miller,The Production of Shock by the Prolonged Continuous Injection of Adrenalin in Unanesthetized Dogs,0002-9513,10.1152/ajplegacy.1940.131.3.545,,,,,
1940,L. H. Nahum; H. E. Hoff; Bruno Kisch,The Significance of Displacement of the Rs-T Segment,0002-9513,10.1152/ajplegacy.1940.131.3.693,,,,,
1940,E. L. Corey; S. W. Britton,"Glycogen Levels in the Isolated Liver Perfused With Cortico-Adrenal Extract, Insulin and Other Preparations",0002-9513,10.1152/ajplegacy.1940.131.3.783,,,,,
1940,Hebbel E. Hoff; L. H. Nahum; Bruno Kisch,Influence of Right and Left Ventricles on the Electrocardiogram,0002-9513,10.1152/ajplegacy.1940.131.3.687,,,,,
1940,Albert R. Behnke; Thomas L. Willmon,Gaseous Nitrogen and Helium Elimination From the Body During Rest and Exercise,0002-9513,10.1152/ajplegacy.1940.131.3.619,,,,,
1940,Robert Gesell; Joseph J. Worzniak,On the Origin of the Expiratory Activity Patterns,0002-9513,10.1152/ajplegacy.1940.131.3.681,,,,,
1940,A. L. Berman; E. Snapp; A. C. Ivy; Arthur J. Atkinson,On the Regulation or Homeostasis of the Cholic Acid Output in Biliary-Duodenal Fistula Dogs,0002-9513,10.1152/ajplegacy.1940.131.3.776,,,,,
1940,Fred R. Griffith; F. E. Emery; Julia E. Lockwood,"The Metabolism of Cats Under Chloralose Anesthesia, With Special Reference to Oxygen Consumption",0002-9513,10.1152/ajplegacy.1940.131.3.561,,,,,
1940,Thomas L. Willmon; Albert R. Behnke,Nitrogen Elimination and Oxygen Absorption at High Barometric Pressures,0002-9513,10.1152/ajplegacy.1940.131.3.633,,,,,
1940,J. A. E. Eyster; Walter J. Meek; Harold Goldberg,The Relation Between Electrical and Mechanical Events in the Dog's Heart,0002-9513,10.1152/ajplegacy.1940.131.3.760,,,,,
1940,Charles F. Code; James L. Jensen,A Comparison of the Histamine Content of Blood and Bone Marrow,0002-9513,10.1152/ajplegacy.1940.131.3.768,,,,,
1940,Sam L. Clark; James W. Ward,The Influence of Stimulus Strength and Duration on the Responses From Cortical Stimulation Through Implanted Electrodes,0002-9513,10.1152/ajplegacy.1940.131.3.650,,,,,
1940,Hebbel E. Hoff; Alexander W. Winkler; Paul K. Smith,Recovery of Fatigued Muscle Following Intravenous Injection of Potassium Chloride,0002-9513,10.1152/ajplegacy.1940.131.3.615,,,,,
1940,Frederic T. Kapp; Carl K. Friedland; Eugene M. Landis,The Skin Temperature of Hypertensive Rabbits and the Pressor Effects of Heated Kidney Extracts,0002-9513,10.1152/ajplegacy.1940.131.3.710,,,,,
1940,Robert Gesell; A. Kearney Atkinson; Richard C. D. Brown,The Gradation of the Intensity of Inspiratory Contractions,0002-9513,10.1152/ajplegacy.1940.131.3.659,,,,,
1940,Meyer Friedman; Arthur Selzer; John J. Sampson,Observations Concerning the Pressor Substance Present in the Ischemic Kidney Blood of the Dog,0002-9513,10.1152/ajplegacy.1940.131.3.799,,,,,
1940,M. W. Montgomery; Glenn E. Sheline; I.L. Chaikoff,Elimination of Sodium in Pancreatic Juice as Measured by Radioactive Sodium,0002-9513,10.1152/ajplegacy.1940.131.3.578,,,,,
1940,J. M. Werle; Daniel A. Brody; E. William Ligon; Matt R. Read; James P. Quigley,The Mechanics of Gastric Evacuation,0002-9513,10.1152/ajplegacy.1940.131.3.606,,,,,
1940,George H. Acheson; F. A. Simeone,The Electrical Excitability of the Superior Cervical Ganglion of the Cat,0002-9513,10.1152/ajplegacy.1940.131.3.572,,,,,
1940,Curt P. Richter; Clarence D. Hawkes,"The Dependence of the Carbohydrate, Fat and Protein Appetite of Rats on the Various Components of the Vitamin B Complex",0002-9513,10.1152/ajplegacy.1940.131.3.639,,,,,
1940,Mark Graubard,"Uterine Respiration, Cytochrome Oxidase and Copper",0002-9513,10.1152/ajplegacy.1940.131.3.584,,,,,
1940,Robert Gesell; Carl A. Moyer,The Dual Excitatory Action of the Vagal Stretch Reflex,0002-9513,10.1152/ajplegacy.1940.131.3.674,,,,,
1940,Albert R. Behnke; Thomas L. Willmon,Cutaneous Diffusion of Helium in Relation to Peripheral Blood Flow and the Absorption of Atmospheric Nitrogen Through the Skin,0002-9513,10.1152/ajplegacy.1940.131.3.627,,,,,
1940,H. E. Hoff; L. H. Nahum,The Factors Determining the Direction of the T Wave: The Effect of Heat and Cold Upon the Dextro- And Levocardiogram,0002-9513,10.1152/ajplegacy.1940.131.3.700,,,,,
1940,Robert S. Morison; Edward W. Dempsey; B. R. Morison,On the Propagation of Certain Cortical Potentials,0002-9513,10.1152/ajplegacy.1940.131.3.744,,,,,
1940,A. L. Berman; E. Snapp; A. C. Ivy; V. H. Hough; Arthur J. Atkinson,The Effect of Desiccated Hog Bile and Hog Bile Acid Preparations on the Volume and Constituents of Bile,0002-9513,10.1152/ajplegacy.1940.131.3.752,,,,,
1940,H. Silvette,Renal Response to Repeated Administration of Post-Pituitary Extract,0002-9513,10.1152/ajplegacy.1940.131.3.601,,,,,
1940,Irving Friedman; H. A. Mattill,The Oxygen Consumption of Skeletal Muscle From Animals Deprived of Vitamin E,0002-9513,10.1152/ajplegacy.1940.131.3.595,,,,,
1940,Robert S. Morison; Edward W. Dempsey; B. R. Morison,Cortical Responses From Electrical Stimulation of the Brain Stem,0002-9513,10.1152/ajplegacy.1940.131.3.732,,,,,
1940,David B. Tyler,The Mechanism of the Production of Brain Damage During Insulin Shock,0002-9513,10.1152/ajplegacy.1940.131.3.554,,,,,
1941,S. C. Wang; S. W. Ranson,The Rôle of the Hypothalamus and Preoptic Region in the Regulation of Heart Rate,0002-9513,10.1152/ajplegacy.1941.132.1.5,,,,,
1941,A. Rosenblueth,The Stimulation of Myelinated Axons by Nerve Impulses in Adjacent Myelinated Axons,0002-9513,10.1152/ajplegacy.1941.132.1.119,,,,,
1941,Dietrich C. Smith,The Effect of Denervation Upon the Response to Adrenalin in the Isolated Fish Scale Melanophore,0002-9513,10.1152/ajplegacy.1941.132.1.245,,,,,
1941,A. Rosenblueth,Stimulation of Nerves by Direct Currents,0002-9513,10.1152/ajplegacy.1941.132.1.99,,,,,
1941,J. J. Smith; Mark M. Pomaranc; A. C. Ivy,The Influence of Pregnancy and Sex Hormones on Gall Bladder Motility in the Guinea Pig,0002-9513,10.1152/ajplegacy.1941.132.1.129,,,,,
1941,A. L. Berman; E. Snapp; A. C. Ivy,The Effect of Choleresis on the Rate of Excretion of Intravenously Injected Bilirubin,0002-9513,10.1152/ajplegacy.1941.132.1.176,,,,,
1941,Clyde Biddulph; Roland K. Meyer,"The Influence of Vitamin E-Deficiency on the Endocrine Glands of Rats, Particularly on the Gonadotropic Hormone Content of the Pituitary Gland",0002-9513,10.1152/ajplegacy.1941.132.1.259,,,,,
1941,Malvina Schweizer; Richard A. Gaunt; Naomi Zinken; Warren O. Nelson,The Rôle of the Adrenal Cortex and the Anterior Pituitary in Diabetes Insipidus,0002-9513,10.1152/ajplegacy.1941.132.1.141,,,,,
1941,H. A. Blair; A. M. Wedd; Allan C. Young,"The Relation of the Q-T Interval to the Refractory Period, the Diastolic Interval, the Duration of Contraction and the Rate of Beating in Heart Muscle",0002-9513,10.1152/ajplegacy.1941.132.1.157,,,,,
1941,Samuel R. Tipton,The Respiration of Isolated Liver and Kidney Tissues From Adrenalectomized Rats,0002-9513,10.1152/ajplegacy.1941.132.1.74,,,,,
1941,R. Driver; John R. Murlin,Factors in the Absorption of Insulin From the Alimentary Tract,0002-9513,10.1152/ajplegacy.1941.132.1.281,,,,,
1941,A. Rosenblueth,The Effects of Direct Currents Upon the Electrical Excitability of Nerve,0002-9513,10.1152/ajplegacy.1941.132.1.57,,,,,
1941,Arthur D. Holmes; Madeleine G. Pigott,The Effect of Thiamin Hydrochloride on the Muscular Dystrophy of Avitaminosis-E,0002-9513,10.1152/ajplegacy.1941.132.1.211,,,,,
1941,Jens W. Zeller; E. G. L. Bywaters; Walter Bauer,The Passage of Thiocyanate and Glucose From the Blood Stream Into the Joint Spaces,0002-9513,10.1152/ajplegacy.1941.132.1.150,,,,,
1941,Harold E. Himwich; Peter Sykowski; Joseph F. Fazekas,A Comparative Study of Excised Cerebral Tissues of Adult and Infant Rats,0002-9513,10.1152/ajplegacy.1941.132.1.293,,,,,
1941,J. F. Manery; William F. Bale,The Penetration of Radioactive Sodium and Phosphorus Into the Extra- And Intracellular Phases of Tissues,0002-9513,10.1152/ajplegacy.1941.132.1.215,,,,,
1941,J. Logan Irvin; Joseph Kopala; Charles G. Johnston,The Absorption of Carotene From Isolated Intestinal Loops,0002-9513,10.1152/ajplegacy.1941.132.1.202,,,,,
1941,Julian R. Beckwith,The Effect of the Time Factor on the Amount of Pressor Material Present in Kidney After Unilateral Ligation of Renal Pedicle and After Unilateral Ligation of Ureter,0002-9513,10.1152/ajplegacy.1941.132.1.1,,,,,
1941,John L. Keeley,Circulation Time Through Aerated and Atelectatic Lungs in Dogs as Determined by the Use of Sodium Cyanide,0002-9513,10.1152/ajplegacy.1941.132.1.93,,,,,
1941,William F. Allen,Effect of Ablating the Pyriform-Amygdaloid Areas and Hippocampi on Positive and Negative Olfactory Conditioned Reflexes and on Conditioned Olfactory Differentiation,0002-9513,10.1152/ajplegacy.1941.132.1.81,,,,,
1941,J. Clifford Stickney,The Effect of Epinephrine on the Potassium Balance of the Hind Limbs of the Frog,0002-9513,10.1152/ajplegacy.1941.132.1.9,,,,,
1941,Benjamin Libet; Joseph F. Fazekas; Harold E. Himwich,The Electrical Response of the Kitten and Adult Cat Brain to Cerebral Anemia and Analeptics,0002-9513,10.1152/ajplegacy.1941.132.1.232,,,,,
1941,Eric Ponder; Chester Hyman; Lyman White,The Activity of Hemolysins in Vivo,0002-9513,10.1152/ajplegacy.1941.132.1.18,,,,,
1941,Harold Friedlander; I. Perlman; I.L. Chaikoff,The Effects of Denervation on Phospholipid Activity of Skeletal Muscle as Measured With Radioactive Phosphorus,0002-9513,10.1152/ajplegacy.1941.132.1.24,,,,,
1941,Harry Greengard; Irving F. Stein; A. C. Ivy,Certain Quantitative Aspects of the Pancreatic Response to Secretin,0002-9513,10.1152/ajplegacy.1941.132.1.305,,,,,
1941,Robert J. Becker; William F. Windle,Origin and Extent of Gastro-Intestinal Motility in the Cat and Guinea Pig,0002-9513,10.1152/ajplegacy.1941.132.1.297,,,,,
1941,Charles R. Brassfield; Vivian G. Behrmann,A CORRELATION OF THE pH OF ARTERIAL BLOOD AND URINE AS AFFECTED BY CHANGES IN PULMONARY VENTILATION,0002-9513,10.1152/ajplegacy.1941.132.1.272,,,,,
1941,Arthur J. Atkinson; A. C. Ivy; Vivian Bass,The Effect of Histaminase on the Gastric Secretory Response to Histamine,0002-9513,10.1152/ajplegacy.1941.132.1.51,,,,,
1941,John MacLeod,The Metabolism of Human Spermatozoa,0002-9513,10.1152/ajplegacy.1941.132.1.193,,,,,
1941,J. B. Allison; Samuel L. Leonard,The Effects of Estrogen and Thyroidectomy in Female Rats on the Excretion of Creatine and Creatinine,0002-9513,10.1152/ajplegacy.1941.132.1.185,,,,,
1941,Stafford L. Osborne; Fred S. Grodins; Leon Goldman; A. C. Ivy,The Effect of Hyperpyrexia on the Secretion and Flow of Bile,0002-9513,10.1152/ajplegacy.1941.132.1.32,,,,,
1941,W. W. Swingle; H. W. Hays; J. W. Remington; W. D. Collings; W. M. Parkins,The Effect of Priming Doses of Desoxycorticosterone Acetate in Preventing Circulatory Failure and Shock in the Adrenalectomized Dog,0002-9513,10.1152/ajplegacy.1941.132.1.249,,,,,
